Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
sutien-push-up-1-cu-arcuri-gisela-1-0105-box,"Sutien push-up +1, cu arcuri, Gisela 1/0105 (box)","<p>Sutien push-up +1, cu arcuri, Gisela 1/0105 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Alb,Size,85B,,,8435094606807,0,,0,deny,manual,122,122,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2025/03/Sutien-push-up-cu-arcuri-Gisela-1-0105-box-alb-fata.jpg,g,,,TRUE,,,TRUE,,,active
sutien-push-up-1-cu-arcuri-gisela-1-0105-box,"Sutien push-up +1, cu arcuri, Gisela 1/0105 (box)","<p>Sutien push-up +1, cu arcuri, Gisela 1/0105 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Alb,Size,80B,,,8435094606838,0,,0,deny,manual,122,122,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2025/03/Sutien-push-up-cu-arcuri-Gisela-1-0105-box-alb-fata.jpg,g,,,TRUE,,,TRUE,,,active
sutien-push-up-1-cu-arcuri-gisela-1-0105-box,"Sutien push-up +1, cu arcuri, Gisela 1/0105 (box)","<p>Sutien push-up +1, cu arcuri, Gisela 1/0105 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Alb,Size,75B,,,8435094606821,0,,0,deny,manual,122,122,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2025/03/Sutien-push-up-cu-arcuri-Gisela-1-0105-box-alb-fata.jpg,g,,,TRUE,,,TRUE,,,active
sutien-push-up-1-cu-arcuri-gisela-1-0105-box,"Sutien push-up +1, cu arcuri, Gisela 1/0105 (box)","<p>Sutien push-up +1, cu arcuri, Gisela 1/0105 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Alb,Size,70B,,,8435094606814,0,,0,deny,manual,122,122,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2025/03/Sutien-push-up-cu-arcuri-Gisela-1-0105-box-alb-fata.jpg,g,,,TRUE,,,TRUE,,,active
sutien-cu-arcuri-detasabile-de-zi-si-noapte-gisela-1-0341-box,"Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box)","<p>Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Nero,Size,100B,,,8434299067482,0,,0,deny,manual,181,181,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2019/12/Sutien-de-zi-și-noapte-Gisela-1-0341-nero.jpg,g,,,TRUE,,,TRUE,,,active
sutien-cu-arcuri-detasabile-de-zi-si-noapte-gisela-1-0341-box,"Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box)","<p>Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Nero,Size,95B,,,8434299010044,0,,0,deny,manual,181,181,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2019/12/Sutien-de-zi-și-noapte-Gisela-1-0341-nero.jpg,g,,,TRUE,,,TRUE,,,active
sutien-cu-arcuri-detasabile-de-zi-si-noapte-gisela-1-0341-box,"Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box)","<p>Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Nero,Size,95C,,,8434299016688,0,,0,deny,manual,181,181,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2019/12/Sutien-de-zi-și-noapte-Gisela-1-0341-nero.jpg,g,,,TRUE,,,TRUE,,,active
sutien-cu-arcuri-detasabile-de-zi-si-noapte-gisela-1-0341-box,"Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box)","<p>Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Nero,Size,90B,,,8435425300602,0,,0,deny,manual,181,181,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2019/12/Sutien-de-zi-și-noapte-Gisela-1-0341-nero.jpg,g,,,TRUE,,,TRUE,,,active
sutien-cu-arcuri-detasabile-de-zi-si-noapte-gisela-1-0341-box,"Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box)","<p>Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Nero,Size,90D,,,8434299016701,0,,0,deny,manual,181,181,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2019/12/Sutien-de-zi-și-noapte-Gisela-1-0341-nero.jpg,g,,,TRUE,,,TRUE,,,active
sutien-cu-arcuri-detasabile-de-zi-si-noapte-gisela-1-0341-box,"Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box)","<p>Sutien cu arcuri detasabile de zi și noapte, Gisela 1/0341 (box).</p>
",,Apparel & Accessories > Clothing > Women’s Clothing,variable,,TRUE,Color,Nero,Size,90C,,,8435425300749,0,,1,deny,manual,181,181,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,https://conteelegant.ro/wp-content/uploads/2019/12/Sutien-de-zi-și-noapte-Gisela-1-0341-nero.jpg,g,,,TRUE,,,TRUE,,,active
